capacite;effectif_total_candidats;effectif_total_candidates;effectif_total_proposition_admission;effectif_total_admis;effectif_total_admises;effectif_total_admis_boursiers_neo_bac;effectif_total_admis_neo_bac;effectif_admis_meme_academie
28;208;69;94;7;2;0;7;2
16;172;56;60;12;2;2;7;6
20;329;195;84;17;14;3;10;10
35;222;102;128;25;10;4;20;19
30;380;172;111;26;13;6;24;23
30;249;71;141;9;3;0;8;4
56;246;204;181;22;19;2;14;7
40;42;10;40;12;5;2;5;3
15;176;22;62;13;1;3;12;9
48;782;230;438;47;8;10;45;39
32;198;12;99;25;0;3;18;8
35;390;242;93;24;15;10;24;24
33;603;320;99;31;18;15;29;29
35;841;466;147;30;21;9;22;21
30;163;13;70;17;1;7;14;14
15;109;5;34;15;0;5;13;13
30;177;20;73;16;0;7;15;14
32;384;65;100;21;1;4;11;11
35;477;274;200;35;20;13;22;22
35;512;250;106;35;25;18;34;34
35;455;259;72;29;18;18;27;27
35;205;100;104;29;18;10;27;27
20;126;62;39;5;2;2;4;4
18;72;3;32;13;0;2;13;13
40;265;148;142;36;22;5;24;24
122;1149;175;555;108;18;15;83;62
65;474;38;309;57;2;8;34;31
30;158;20;73;18;1;7;13;13
30;147;18;75;11;4;2;7;7
35;653;305;123;35;14;4;26;24
30;64;21;35;3;1;0;3;3
35;892;692;210;36;29;7;22;17
30;470;238;105;8;4;2;4;4
48;1260;321;558;46;16;10;45;30
60;401;53;130;64;7;8;61;52
28;147;12;101;25;2;6;23;22
48;330;155;113;32;13;7;23;23
32;527;251;262;30;16;2;22;16
30;411;192;115;21;5;4;13;13
96;1437;523;698;73;24;4;72;50
35;1398;852;179;36;26;8;29;15
24;251;32;170;16;2;4;15;12
15;173;37;68;7;1;2;4;3
15;121;7;74;9;1;3;7;7
35;1478;775;189;34;25;5;27;15
90;270;217;107;21;20;0;15;12
24;932;698;176;27;22;2;16;8
72;510;233;287;64;21;12;53;47
26;191;97;113;14;8;5;9;9
48;267;148;157;32;19;3;31;27
35;440;208;148;32;13;8;25;22
95;1585;939;161;95;49;17;62;8
70;1069;688;317;58;47;17;38;28
30;464;57;135;26;1;3;25;19
48;737;267;377;30;11;2;26;25
30;153;5;94;17;0;4;16;14
30;241;139;90;16;9;3;8;7
30;354;302;105;25;19;2;14;13
45;147;90;119;44;24;4;19;9
45;457;40;231;44;0;2;41;33
64;1004;83;299;67;8;16;61;49
30;127;28;72;18;1;3;16;16
34;161;34;98;29;3;1;23;18
34;926;682;170;36;30;9;31;25
30;609;413;130;23;11;5;13;7
30;462;104;258;22;3;1;18;11
27;128;56;85;12;4;3;11;11
85;1203;107;557;82;10;7;73;37
40;371;123;106;34;9;17;32;31
35;609;528;141;27;24;8;19;18
16;152;20;54;14;2;1;11;11
40;316;163;100;29;14;11;23;20
35;423;214;153;26;13;6;23;21
30;687;319;146;20;11;3;14;14
33;728;355;187;25;17;9;16;15
94;1226;815;558;94;75;9;92;51
192;2776;834;677;188;40;14;183;124
30;664;636;127;28;28;5;23;13
70;665;169;362;55;12;1;33;26
36;899;623;71;36;31;6;36;33
15;168;35;42;7;1;3;4;3
116;2632;1651;253;113;89;11;90;25
88;828;457;468;73;34;8;60;42
30;1015;766;87;30;27;5;24;20
28;298;95;142;20;9;2;14;5
38;320;134;127;26;5;4;16;15
24;220;60;80;18;5;2;14;8
30;475;41;126;30;2;4;26;26
44;325;30;163;50;3;11;42;35
45;1102;743;280;50;37;1;50;25
27;211;61;125;20;9;0;19;13
34;617;115;132;30;6;5;17;16
24;139;3;83;20;0;8;18;18
70;518;43;209;66;3;9;54;41
120;1276;1011;411;129;107;26;117;91
24;136;19;56;13;1;4;12;12
36;167;138;108;35;30;10;26;25
52;368;33;201;37;2;11;29;28
52;681;56;415;40;3;5;33;24
36;339;62;217;33;9;6;20;16
10;99;20;32;10;2;0;8;6
88;2022;682;518;86;30;5;86;49
32;139;68;99;16;4;6;16;2
28;568;268;134;24;12;6;16;14
35;324;21;142;36;1;9;24;21
30;1082;616;165;25;15;5;23;16
35;2491;1514;236;32;22;10;28;16
35;1730;846;206;32;13;14;26;21
140;6295;1885;636;135;39;19;134;27
138;3646;2623;675;133;107;22;133;38
96;2357;1787;525;96;76;17;87;18
20;650;529;61;21;16;3;21;12
15;737;407;92;15;6;4;5;1
40;506;276;205;40;27;14;40;36
59;2427;1946;258;55;53;18;47;29
32;1049;1015;196;26;25;8;24;13
15;337;23;82;13;1;8;11;9
45;1223;134;213;45;0;16;39;33
30;1180;553;174;29;18;18;22;21
75;196;146;116;21;15;1;15;9
23;216;129;109;13;9;5;11;3
32;445;137;130;24;8;5;22;11
112;2300;1326;764;121;71;27;109;55
161;5527;2749;491;162;98;35;142;124
42;513;243;246;40;15;2;33;13
36;556;308;222;25;9;1;13;10
32;357;168;208;20;8;4;10;5
15;103;2;34;14;0;1;14;12
20;79;14;40;7;1;0;7;3
92;1711;187;777;78;8;11;49;34
24;146;98;49;11;8;5;10;10
300;3793;376;1976;310;16;43;290;142
5;132;78;23;3;1;0;3;2
20;40;15;21;5;2;0;5;2
30;1554;859;192;33;24;18;28;25
24;1161;126;115;25;4;6;15;12
36;1234;810;222;33;25;12;25;24
96;1552;307;483;96;16;13;93;53
15;357;8;53;14;0;3;10;6
35;1273;724;162;32;23;15;27;24
32;545;167;150;19;1;12;17;16
24;543;267;83;17;6;7;15;14
12;112;6;52;9;1;3;6;6
26;235;20;116;12;0;2;9;6
36;778;151;157;30;2;6;20;16
15;325;55;65;6;1;4;5;5
15;94;7;44;7;1;1;3;3
24;605;315;143;14;7;4;12;8
24;226;61;93;20;5;4;13;12
12;90;4;21;12;1;1;11;5
19;166;54;80;13;4;2;10;3
27;406;81;83;23;3;4;20;10
19;125;4;59;15;0;1;13;11
48;1011;275;353;43;8;1;40;35
24;434;195;117;18;6;5;13;11
117;1053;605;733;78;41;5;54;23
48;2528;695;463;46;13;5;42;21
24;241;124;112;26;12;6;23;18
68;1057;169;287;67;6;7;65;15
40;928;170;279;40;7;0;34;2
20;286;62;72;20;4;3;20;5
11;110;13;33;9;1;3;8;8
24;94;52;65;16;9;3;14;12
34;851;457;139;31;23;10;26;22
34;751;357;147;26;10;9;17;14
24;170;110;65;10;9;4;7;7
45;1077;273;474;27;4;3;25;18
15;120;38;54;6;3;1;3;1
24;347;38;142;18;0;3;17;16
32;272;188;152;23;17;7;17;12
53;1528;428;215;57;19;6;51;38
96;1769;468;772;98;23;7;98;68
34;380;189;189;21;8;3;15;12
40;875;382;286;36;19;9;29;22
15;231;53;92;16;2;2;14;11
15;174;5;69;14;1;6;9;9
15;121;9;64;9;0;1;8;8
24;150;67;62;10;4;2;9;9
14;139;93;31;16;9;3;13;11
35;143;34;82;30;7;3;26;14
15;79;42;43;5;3;0;2;1
115;2621;1257;641;112;53;12;96;72
115;3098;1465;713;124;75;7;115;84
16;35;1;19;6;0;0;6;2
54;296;73;87;56;20;3;40;21
15;96;51;64;9;3;2;6;6
48;1264;648;292;55;22;6;52;13
59;2764;1229;311;51;25;18;37;17
86;2892;2445;428;87;74;6;42;32
24;1301;789;196;26;12;8;13;8
24;1794;951;192;24;14;9;19;7
48;1600;645;690;44;14;5;40;26
192;7156;2142;905;191;64;20;191;63
48;2994;1100;683;46;13;6;46;11
48;2739;779;509;44;11;5;42;16
42;1175;239;395;42;5;6;42;14
15;262;28;89;9;0;3;8;3
24;525;38;139;22;0;8;17;8
48;1084;1043;188;45;45;11;28;8
24;318;47;97;26;2;4;15;5
60;1921;1267;397;63;41;15;54;11
60;3151;2364;396;63;48;17;43;11
90;1590;1246;435;104;84;34;75;15
30;652;522;117;30;24;5;22;3
35;3257;1495;277;25;9;7;23;9
30;543;25;136;22;1;11;19;3
30;604;128;126;30;5;15;30;15
48;978;686;462;39;23;7;36;9
35;1519;936;143;37;22;19;34;8
96;510;246;274;91;39;17;59;30
46;703;367;167;46;23;8;26;3
14;177;47;45;9;1;3;6;3
24;518;31;118;24;0;11;23;12
24;932;718;107;25;23;9;12;7
60;1044;837;166;60;46;4;54;9
180;2488;1807;497;179;138;30;107;17
60;788;589;188;60;49;4;49;2
65;1441;556;796;60;22;7;43;11
30;2336;1933;82;32;27;0;24;0
35;3183;1617;212;33;16;11;23;7
35;1977;1174;212;36;29;12;29;13
48;1376;465;528;49;13;2;49;24
36;337;224;137;25;13;7;17;9
33;521;58;171;34;0;3;22;8
56;705;544;195;54;40;10;34;6
28;256;207;45;27;20;4;23;3
24;345;58;111;23;4;6;18;6
94;1552;390;659;88;29;21;61;17
30;243;159;119;21;13;1;14;4
30;334;155;118;31;16;11;24;4
30;97;32;24;9;4;1;4;0
35;388;243;186;24;14;5;19;19
35;454;241;171;32;21;12;30;29
33;502;242;152;28;18;8;20;20
30;150;7;81;15;1;3;13;13
18;380;210;77;18;13;5;15;15
15;154;17;45;14;0;3;12;10
48;296;61;196;25;10;2;12;12
12;1041;265;37;12;4;1;12;7
35;592;394;170;25;18;11;17;17
70;1691;920;261;62;40;21;46;44
70;895;458;251;58;33;18;38;32
35;813;110;128;34;2;6;24;22
29;772;585;166;28;20;4;18;15
45;286;29;144;40;1;15;39;37
56;782;370;502;52;16;8;36;24
40;366;94;144;40;4;5;28;18
35;218;135;125;23;13;3;12;12
15;165;10;65;13;0;2;10;10
13;50;1;27;8;1;1;7;7
35;241;218;102;23;18;7;21;21
100;1451;280;649;95;20;8;77;56
34;229;18;96;34;0;7;22;22
35;223;196;141;27;21;6;20;20
35;378;267;143;25;21;13;17;16
35;927;479;140;28;15;7;21;20
45;69;36;12;3;2;0;1;1
50;223;39;111;29;2;1;27;19
30;124;17;67;20;1;4;18;18
30;477;323;122;24;15;3;13;10
24;166;9;66;22;0;4;21;20
24;277;5;91;18;0;6;17;16
45;418;266;104;21;10;4;11;11
48;885;214;290;48;11;2;48;38
33;599;255;135;28;9;9;22;21
34;593;283;142;26;12;6;22;17
24;85;49;53;8;7;0;8;7
35;850;343;165;31;9;9;22;22
48;1316;161;218;48;4;9;28;24
35;1137;535;165;35;16;6;30;27
108;1006;494;447;107;54;27;94;78
130;2297;1262;567;130;73;26;120;109
82;2508;1378;401;75;55;17;60;55
96;2527;492;518;98;21;24;86;50
140;2401;1595;253;140;82;22;103;26
60;858;500;236;59;32;14;50;37
110;1866;1195;244;109;75;19;94;34
21;227;84;65;17;4;3;10;5
70;1672;326;286;69;8;11;69;16
30;54;17;42;8;3;0;6;3
35;301;165;142;32;16;6;25;16
35;615;320;168;31;19;9;23;20
56;2110;596;232;55;15;10;39;26
26;390;225;232;24;14;5;20;17
48;376;268;235;26;19;1;24;21
22;196;10;68;18;0;6;15;14
35;1126;536;179;38;23;14;32;31
32;641;355;108;27;20;7;17;16
26;171;6;97;24;0;5;19;18
35;505;323;115;31;25;12;26;25
35;915;491;160;36;24;9;27;26
40;863;389;251;34;11;11;29;22
96;852;575;554;90;57;8;87;72
35;512;345;150;33;21;9;26;24
35;1350;579;198;35;10;8;24;24
35;1166;494;155;35;18;6;32;31
15;116;7;61;16;1;4;10;10
30;527;282;118;29;15;9;25;23
35;785;355;142;35;18;7;20;18
32;133;77;61;14;5;1;5;5
32;438;194;64;35;22;4;35;18
20;1038;442;105;12;6;1;10;8
20;131;6;51;19;1;6;18;18
20;75;2;52;10;0;2;9;8
27;274;171;106;22;14;3;14;10
32;586;236;130;32;14;3;27;18
18;309;268;89;20;16;6;16;13
24;999;180;102;24;1;6;15;14
16;606;518;63;13;13;5;11;10
32;847;426;172;24;6;2;14;12
18;429;236;80;16;10;2;9;8
24;708;87;115;19;0;4;17;17
24;272;32;90;21;1;4;16;14
24;392;137;55;10;0;1;5;5
35;238;133;91;23;13;3;15;14
20;480;273;111;20;12;12;16;15
24;134;63;50;9;3;2;7;6
35;1141;588;189;29;21;7;22;21
24;437;79;103;20;2;3;14;13
15;102;13;65;7;3;0;3;3
36;376;126;118;29;1;7;29;27
35;462;213;148;28;13;11;23;22
50;1327;369;339;58;12;15;35;20
24;235;20;86;19;1;9;18;18
35;617;333;112;33;18;15;29;28
16;154;74;54;13;6;3;9;9
60;830;400;229;49;23;17;42;40
35;646;330;219;30;14;8;18;15
15;115;10;60;10;0;2;6;6
24;299;37;71;24;0;5;21;21
24;179;121;74;19;14;8;17;17
18;107;43;68;11;3;3;8;8
26;220;60;111;17;5;9;14;13
48;1228;362;449;46;12;6;44;33
96;736;67;433;71;9;11;52;42
26;759;368;179;28;14;5;21;11
35;541;319;175;27;13;3;21;18
4;114;6;7;4;1;0;3;0
28;408;232;121;31;21;4;19;12
15;297;86;42;12;2;0;8;8
21;340;102;73;16;4;4;9;8
18;250;16;90;12;0;6;9;7
15;156;26;82;15;1;6;8;8
16;228;102;50;7;1;1;4;1
15;117;9;42;12;0;2;9;9
10;73;7;39;8;2;1;5;5
24;535;283;99;18;13;6;13;11
18;489;229;97;21;8;1;2;2
12;79;5;37;9;0;0;9;9
18;96;27;63;16;5;3;11;11
35;436;169;137;34;15;4;28;28
35;162;66;91;22;6;1;16;16
15;114;5;59;12;0;1;10;10
24;252;35;88;14;0;4;10;10
24;219;102;92;16;12;5;14;14
27;236;107;61;7;3;2;6;4
38;73;47;59;13;9;1;11;7
26;280;195;86;28;18;5;26;12
8;695;295;9;8;3;1;6;5
46;610;47;158;47;4;13;42;35
48;517;328;293;45;36;10;41;33
34;567;252;168;28;14;12;22;14
59;367;260;231;60;46;8;40;31
96;1313;136;509;95;6;18;69;52
24;310;118;70;24;10;5;23;22
26;432;45;112;24;1;3;18;11
24;1084;556;108;17;11;4;10;9
35;816;421;124;35;19;16;33;28
35;605;303;163;34;22;9;17;12
52;1374;388;271;52;9;13;49;13
140;1940;879;682;136;67;28;116;79
27;129;84;80;18;11;7;16;12
15;318;185;64;15;8;5;13;6
32;507;110;143;26;5;2;18;9
52;198;10;151;3;0;0;3;1
110;979;418;502;102;42;13;85;71
24;540;272;125;24;16;8;21;21
12;57;25;19;3;2;1;3;3
18;211;41;66;13;2;4;7;7
15;110;12;47;11;0;2;9;5
15;243;34;72;14;0;3;11;6
15;126;9;43;11;0;2;9;6
84;1274;625;385;83;49;31;72;52
56;671;539;270;47;42;8;26;13
24;392;11;107;20;0;6;18;17
34;1604;859;114;37;19;16;29;27
32;521;75;123;27;4;8;22;19
35;618;293;159;34;15;13;18;9
83;2601;711;393;80;22;4;80;58
32;575;143;249;31;6;3;23;17
30;843;396;173;34;13;11;23;20
32;281;191;76;30;22;2;25;14
125;1288;808;667;115;72;24;83;42
150;1635;387;976;149;24;20;113;79
40;758;206;302;37;7;10;31;27
35;376;169;149;32;12;7;24;23
30;385;34;124;30;4;2;24;22
108;3385;1849;489;105;79;33;91;66
32;500;289;141;31;16;8;21;16
48;804;173;295;43;8;6;43;28
30;1174;1038;177;29;25;11;19;13
30;385;111;126;24;4;12;21;16
48;372;242;221;21;14;1;20;20
35;1513;769;171;39;22;10;29;27
38;719;519;204;43;40;2;43;20
28;207;77;86;14;4;0;7;3
77;1138;485;412;60;29;6;47;33
45;1099;373;439;48;14;0;46;21
86;801;101;420;67;6;5;53;37
30;541;299;200;25;12;9;19;7
28;367;20;159;27;0;14;23;12
23;402;135;91;23;7;4;21;4
60;602;505;230;59;48;14;49;16
351;8977;4986;1516;344;254;98;307;176
38;1286;1049;213;36;29;11;24;16
24;298;39;130;23;0;6;15;6
35;1317;588;164;35;18;13;24;23
24;1909;904;139;24;7;9;18;15
30;637;24;139;26;0;12;18;17
24;510;9;93;24;1;13;22;19
35;3587;1835;175;31;19;18;27;16
35;241;155;143;34;25;11;32;32
24;391;50;96;14;3;1;5;3
59;1460;682;306;54;24;33;52;43
100;1678;243;268;90;5;25;52;46
170;5424;2920;1045;173;95;79;135;66
100;1602;169;547;101;10;37;92;43
128;4362;597;643;126;19;47;116;49
163;5293;2921;806;170;101;76;156;78
168;4628;3638;847;169;133;63;148;44
24;510;45;79;24;1;5;17;15
27;439;231;187;21;11;10;19;16
18;103;3;59;10;0;5;9;8
34;1263;601;87;30;13;10;27;24
35;1497;702;196;31;17;17;30;28
20;1254;148;117;23;3;4;21;11
112;5228;2786;619;112;66;40;92;66
50;4105;1368;248;48;24;18;44;22
30;1124;148;135;29;2;4;20;20
35;807;359;170;27;9;11;23;19
24;400;42;153;20;1;2;13;12
144;1745;601;703;143;40;12;143;120
70;1717;911;256;70;36;22;67;62
24;632;35;141;25;1;9;18;14
32;1785;824;227;31;16;11;24;20
32;845;542;176;37;29;11;27;18
60;1765;194;243;58;8;14;41;23
24;454;111;139;27;3;9;16;7
70;445;59;191;53;8;6;27;20
30;290;34;127;21;3;0;9;4
36;266;129;93;18;9;4;14;14
36;284;111;131;21;6;2;14;12
65;307;59;172;46;8;4;43;6
68;1666;191;415;70;8;21;57;27
24;294;5;68;24;0;12;24;21
34;1503;716;171;33;16;11;28;25
34;1525;674;175;35;19;16;28;25
34;687;159;106;34;3;12;29;18
34;572;279;154;32;19;18;30;27
35;706;397;167;30;20;11;30;29
35;460;207;150;35;13;8;23;20
35;908;649;198;31;22;15;25;19
35;1257;585;203;29;13;13;29;27
40;783;599;169;40;25;3;17;13
27;684;322;118;27;10;4;27;19
32;833;378;112;27;10;10;25;25
32;264;212;119;32;25;10;26;20
160;584;91;280;160;33;11;144;111
32;604;55;134;36;5;5;23;22
50;400;101;186;53;13;9;36;24
88;3799;2109;538;86;62;35;83;60
18;142;6;48;16;0;2;14;4
48;292;4;104;27;0;4;25;19
32;197;53;82;26;7;3;26;26
16;234;95;89;16;4;2;11;2
34;106;62;82;20;12;1;17;16
56;554;314;178;56;33;6;42;41
48;423;83;100;51;6;17;37;36
15;135;42;37;13;6;6;10;10
16;154;29;37;18;2;11;18;18
30;174;9;50;25;0;15;25;25
57;690;417;249;54;29;21;48;47
29;322;175;74;22;13;8;15;15
29;385;168;59;18;11;5;16;16
30;328;283;76;14;11;4;7;7
30;175;35;85;20;6;9;14;13
24;121;10;50;18;0;4;17;16
12;55;35;23;7;4;2;6;6
24;223;121;86;20;13;10;18;18
20;69;41;35;5;1;3;5;3
30;203;105;88;22;16;13;19;19
24;158;32;46;17;3;7;14;14
20;308;243;79;14;13;8;13;13
24;137;27;33;18;2;7;15;15
35;891;603;146;29;22;15;20;19
15;201;6;64;14;0;8;12;12
35;408;233;111;31;18;20;27;27
30;196;12;56;26;2;18;25;25
35;602;336;126;33;17;19;29;28
24;186;114;63;23;13;8;21;19
30;380;66;87;28;1;14;23;21
15;96;21;34;16;0;7;15;15
54;429;59;136;53;5;23;50;48
108;1347;792;432;107;69;60;98;96
35;586;338;175;33;19;17;28;27
30;705;456;131;31;23;20;29;29
18;448;390;72;19;19;12;17;17
15;386;285;54;16;14;5;11;11
60;136;67;92;59;28;10;49;48
60;50;18;34;16;6;0;12;8
15;56;1;42;11;0;2;10;9
88;637;404;367;54;33;0;17;8
46;58;26;31;11;4;0;7;3
30;662;536;117;28;27;13;25;11
15;449;382;48;16;14;3;15;10
53;2128;1630;279;55;44;16;43;26
36;269;20;172;32;1;5;31;30
15;181;28;61;9;1;0;7;4
24;414;248;139;21;17;7;14;13
11;100;1;39;10;0;1;9;8
250;1623;1191;872;253;201;19;238;116
24;534;452;76;23;21;6;18;10
95;706;281;508;88;30;5;77;15
15;219;153;78;13;9;3;9;9
40;183;134;84;40;29;5;29;26
34;412;232;108;34;18;21;27;23
45;802;239;223;45;15;7;45;40
30;292;56;89;29;5;19;27;20
30;411;314;54;32;25;4;32;12
140;952;525;569;90;45;11;69;22
8;152;79;27;8;6;2;8;5
15;47;27;21;6;4;3;3;2
30;376;173;184;13;5;0;8;5
56;3668;3081;709;56;50;6;38;29
20;78;24;40;17;1;9;16;14
35;725;491;235;42;32;7;42;25
24;542;477;174;24;21;10;19;14
14;109;34;54;11;5;1;4;2
15;59;0;36;15;0;1;12;12
6;51;4;12;6;1;1;6;5
24;376;132;91;17;3;4;13;9
15;127;1;48;12;0;6;10;6
17;95;6;43;17;0;6;17;17
24;125;116;88;10;10;1;7;6
20;264;11;79;27;1;1;27;16
12;254;176;27;12;9;2;11;3
280;377;189;275;84;42;2;73;34
80;11;9;10;4;3;0;3;1
44;366;249;190;43;23;5;29;18
19;182;20;56;4;0;1;2;1
12;168;18;51;11;2;0;10;7
18;64;15;24;5;2;0;5;2
32;1295;295;173;29;10;4;26;8
28;250;88;51;18;4;13;17;17
30;684;520;176;24;21;1;15;8
44;104;33;32;17;6;5;15;14
25;62;28;16;3;3;0;1;0
16;145;32;36;13;3;9;13;12
12;246;116;30;7;2;4;7;3
22;137;8;43;18;1;5;17;11
18;675;481;146;9;7;3;8;7
24;994;153;116;24;4;6;18;4
17;133;88;69;16;10;4;15;8
15;693;394;43;15;12;4;14;8
8;48;6;22;6;1;4;6;5
15;10;1;10;0;0;0;0;0
18;178;84;69;18;7;4;12;9
35;1161;775;107;34;23;15;27;27
20;113;68;33;8;4;0;8;6
20;551;424;138;19;16;2;9;6
35;561;198;176;26;12;2;14;4
60;2120;1683;256;59;52;14;49;4
18;54;33;38;12;9;8;12;12
50;187;96;105;15;4;1;10;6
26;73;44;46;15;11;0;11;11
13;394;59;40;13;3;6;9;2
20;143;100;23;11;9;0;8;6
70;785;351;317;13;5;2;8;4
70;170;89;100;1;1;1;1;1
70;127;69;48;0;0;0;0;0
25;167;116;67;25;23;5;24;17
15;347;54;78;15;3;1;13;8
20;178;100;78;25;15;1;19;5
40;108;50;86;19;10;1;18;9
57;2412;513;568;56;11;5;40;7
19;112;44;46;17;8;14;15;15
56;699;545;191;56;43;14;42;23
19;114;54;66;11;6;2;10;1
34;444;313;124;34;27;21;28;23
28;1009;815;197;27;22;4;14;11
9;58;22;25;4;0;1;4;3
18;464;349;74;19;15;11;18;16
15;138;16;45;12;2;2;11;9
30;65;41;46;22;12;6;15;15
15;94;15;48;11;0;5;10;8
15;605;324;73;16;13;2;14;11
15;416;45;85;14;0;6;9;6
12;962;778;39;8;5;2;8;5
35;300;123;183;23;7;5;20;18
15;385;337;84;13;12;1;10;4
35;385;142;187;20;12;2;18;17
14;149;9;36;13;1;8;11;11
33;134;109;98;21;16;1;12;11
8;83;9;31;7;1;0;7;7
24;282;145;115;21;12;3;11;10
15;282;203;76;14;11;1;2;0
25;107;54;66;12;5;3;7;7
5;217;196;25;5;5;1;3;1
14;3;0;3;1;0;0;1;1
12;128;13;51;12;0;2;11;11
60;653;291;116;54;29;11;49;38
20;396;158;85;19;7;4;15;4
13;196;21;47;9;0;3;7;3
15;209;8;60;10;0;2;8;5
18;308;112;81;17;7;1;4;2
26;202;169;105;24;21;4;21;5
20;280;49;76;16;7;2;9;5
18;323;156;86;19;11;3;15;14
12;170;102;64;17;12;4;14;10
21;140;38;61;10;3;1;6;6
15;311;59;72;9;1;3;4;3
45;441;159;271;38;15;3;27;25
30;997;635;164;30;24;19;23;22
15;220;22;66;14;0;4;11;11
24;468;411;91;23;20;7;20;15
90;2672;1892;510;90;76;24;67;34
15;136;11;31;16;1;3;16;16
16;193;24;71;16;1;3;16;12
12;138;51;31;11;5;5;7;7
18;166;87;72;13;7;3;7;5
13;122;32;31;8;1;4;8;8
45;618;411;287;38;21;4;33;8
20;538;111;62;8;1;0;6;2
10;149;60;33;8;2;1;8;7
15;72;12;42;13;0;5;8;7
12;85;5;41;4;0;0;4;1
16;602;145;82;17;1;1;13;5
18;98;51;25;18;10;2;15;11
20;206;169;87;13;11;2;5;4
42;1412;739;228;41;28;1;37;27
15;41;26;26;11;7;2;7;5
16;335;161;58;19;10;3;17;17
14;35;25;22;3;2;2;3;3
12;126;101;51;12;7;4;10;7
15;342;184;71;13;6;3;10;9
20;285;241;50;19;19;1;16;6
5;38;26;16;5;2;1;4;2
5;55;29;26;5;3;1;4;2
40;791;463;121;22;18;2;21;14
15;190;21;62;12;0;1;11;8
48;158;12;130;20;1;2;15;8
18;70;62;36;10;10;3;6;6
16;466;80;53;14;1;4;12;11
13;170;23;77;8;2;2;4;4
14;203;7;70;14;0;5;12;12
12;114;51;47;13;8;3;13;13
11;387;209;48;13;4;3;11;8
33;1807;1032;219;31;19;18;23;8
30;638;319;129;19;7;4;14;13
10;28;16;24;7;2;0;1;0
25;872;505;136;23;17;5;12;2
15;22;0;21;5;0;2;4;4
17;142;74;41;15;11;8;12;10
10;425;87;42;6;1;1;5;3
16;61;49;24;11;7;2;7;5
21;209;78;59;23;11;1;17;15
32;100;39;36;13;6;2;9;2
7;103;54;19;4;4;0;3;0
16;83;4;55;7;0;2;4;3
15;227;36;91;12;3;7;12;6
20;246;20;71;14;1;1;9;8
30;224;73;140;9;2;2;9;9
25;203;109;66;16;8;2;7;0
15;13;0;12;3;0;1;2;2
36;859;653;248;36;23;2;13;6
27;571;443;155;26;18;2;6;4
35;374;136;88;33;8;7;32;31
17;238;119;65;14;9;5;10;9
5;29;20;9;6;5;1;6;2
2;58;7;7;2;0;0;2;2
24;126;79;91;18;12;1;16;16
36;462;309;232;33;25;3;33;15
19;241;134;74;7;4;2;7;4
22;270;224;61;24;23;7;24;15
40;546;222;202;18;9;4;17;8
5;192;66;157;10;2;0;0;0
20;240;31;77;16;2;5;14;8
20;164;55;40;9;3;1;7;4
15;221;11;63;12;1;4;10;8
24;282;246;97;18;15;6;13;11
30;796;546;148;30;23;11;18;17
21;340;205;102;18;10;6;15;15
18;461;435;57;17;17;4;15;13
10;47;1;20;8;0;3;8;6
15;59;3;27;8;0;4;8;7
75;4952;4149;886;82;65;9;47;33
35;429;315;82;25;21;10;22;22
15;119;36;36;12;4;2;8;7
15;326;287;59;14;13;4;10;4
24;1628;1453;207;22;19;7;16;6
16;86;4;56;7;0;2;7;7
90;553;392;325;79;61;7;59;16
15;123;11;44;5;0;1;2;2
12;105;34;37;10;5;2;8;5
12;139;26;28;3;2;1;3;3
93;3636;3041;848;93;77;8;44;42
8;66;8;28;2;0;0;1;1
24;1193;976;102;23;18;1;6;2
26;585;477;63;26;23;4;25;13
23;726;85;151;21;3;8;13;8
15;106;80;48;11;7;7;10;9
15;47;1;36;16;0;2;4;4
26;352;303;58;23;21;9;14;12
15;795;645;51;14;8;4;14;13
26;224;188;93;21;17;11;19;19
16;206;102;63;11;6;3;9;9
22;193;57;39;22;6;16;22;4
24;91;8;69;19;1;7;15;7
35;497;293;131;33;19;17;29;26
17;546;267;100;15;7;3;9;9
23;1103;630;109;22;10;5;16;15
27;201;61;81;12;1;1;12;10
16;99;12;34;6;0;2;6;5
32;937;591;123;31;19;10;25;24
7;48;1;26;7;0;5;6;2
12;23;1;15;0;0;0;0;0
30;271;197;118;30;23;3;29;9
35;1273;629;189;27;12;7;17;15
10;205;49;52;12;1;1;12;6
60;749;539;201;60;43;10;59;31
2400;748;563;745;121;89;18;44;5
1200;524;350;519;55;33;7;16;5
1500;566;287;560;131;73;11;34;6
15;330;32;92;15;1;4;13;11
16;176;67;37;13;6;7;13;13
88;3262;2584;1071;86;69;13;47;30
50;1546;803;169;48;25;6;40;8
14;93;19;22;9;0;0;5;1
10;405;300;63;10;9;0;5;3
15;165;79;42;10;9;6;9;9
60;1754;1141;186;60;40;9;58;10
20;61;22;33;13;4;2;12;7
10;56;41;20;4;4;0;2;0
28;462;161;58;28;7;16;24;24
15;115;63;30;13;8;7;12;10
3;30;8;7;3;1;0;0;0
3;114;31;3;3;0;0;0;0
7;309;67;11;10;2;1;2;2
3;70;21;7;3;0;0;2;2
12;74;60;39;4;4;1;3;3
22;328;151;79;20;11;2;13;7
15;86;1;41;14;0;1;13;11
24;324;135;79;23;16;1;9;5
118;3931;3158;989;109;89;18;67;57
20;482;394;71;21;20;2;20;13
14;767;523;54;15;12;3;15;7
14;281;199;57;15;14;2;12;7
15;251;90;31;15;4;0;3;0
15;491;436;44;15;13;1;14;8
8;162;135;38;7;5;0;5;2
